,tweet,class
166,"PM Modi : This country is not ancestral property of any family. We named places after Netaji Bose , Major Dhyanchand, Param Veer Chakra awardees &amp; freedom fighters.",Politics
167,PM Modi : Some people used to get angry when I don’t take Nehru’s name. I’m worried why their current generation is scared of taking Nehru surname if he was such a great person.,Politics
168,PM Modi : Nearly 600 schemes were named by opposition on Nehru &amp; Gandhi.,Politics
169,PM Modi : Opposition doesn’t knows difference between jobs &amp; employment.😂🤣,Politics
170,PM Modi : Foreigners know India is big market so they used opposition which wrote articles &amp; gave interviews to sell their vaccines. Shameless opposition abused my country’s scientists even yesterday. 🔥🔥,Politics
171,"PM Modi : Women of my country are not abla (weak), they are sabla (capable). They are guarding our borders at Siachen.",Politics
172,PM Modi : I’m happy my Govt gave loans to hawkers who used to ruin their lives by taking loans from informal lenders.,Politics
173,Big News - Central Govt gives Z security cover to Union Minister Gajendra Singh Shekhawat when he is in Rajasthan. IB report suggests threat to him.  He was Punjab BJP election incharge.,Politics
174,PM Modi : When he loses election he says Dalit was defeated. What can I do if people of that constituency don’t like you &amp; want to elect another Dalit.,Politics
175,PM Modi : Poor people got Jan Dhan accounts after decades &amp; they closed accounts of several people who ruled for decades.,Politics
176,"PM Modi : Banks were nationalised in interest of poor but half the population could never even see banks in their lifetime.  Kharge complains I don’t attend Parliament, he should see Jan Dhan accounts opened in his own district Kalaburgi.",Politics
177,PM Modi : We go for permanent solutions on various matters.,Politics
178,PM Modi : They had such atmosphere that they used to win Lok Sabha to panchayat polls but their culture was such that they couldn’t find permanent solution for any problem.,Politics
179,PM Modi : Kharge said we laid strong base for India in 60 years &amp; he claimed Modi took credit. When I became PM I realised Gandhi family left hurdles only. They wasted 6 decades &amp; small countries became powerful.,Politics
180,"PM Modi : Behaviour of some MPs in house is disgusting.   ‘Kichad Uss K Pass Tha Mere Pass Gulal, Jo bhi jiss k pass tha usne diya uchal’   ‘Jitna Kichad Uchaloge Kamal Utna Hi Khilega’.",Politics
181,Big News - Pakistan’s talks with IMF for bailout package has hit a rough patch. They can’t agree on fiscal measures to be taken.,Politics
182,Karnataka News - Government sends delegation to Taipei to meet Foxconn officials to seek investments in state.,Politics
183,Karnataka BJP President : 2023 Assembly polls is between Veer Savarkar &amp; Tipu Sultan.,Politics
184,Yogi Adityanath tells Tripura voters to make sure BJP’s rivals don’t even save their deposits.,Politics
185,Harish Rawat refuses to support Harak Rawat’s claim for Haridwar Lok Sabha constituency.   Why this fight when they know they will face defeat only??,Politics
186,Modi’s Tenure V/s Nehru-Gandhi Raj                              2023      2014  PDS Coverage     98%      51% Toilet Coverage   98%      39% Bank Coverage    99%      61% Electricity             99%      69% Optical Fibre        73%        2% Tap Water             58%       13%,Politics
187,India’s technical textile exports grew by 28.4% in last one year.,Politics
188,Sukhu : Himachal’s financial condition is like Sri Lanka.  Currently It isn’t but it will be if you give unnecessary doles state will head for bankruptcy.,Politics
189,Madhya Pradesh News - BJP candidates won 6 out of 7 Municipal Chairmanship elections in Barwani.,Politics
190,NCP MLA HASAN MUSHRIF &amp; his sons might go to jail in money laundering case.,Politics
191,"Telangana News - BJP will starts its street corner meetings from tomorrow. BJP leaders &amp; workers will reachout voters through 11,000 meetings from 10th to 25th February.",Politics
192,Uttarakhand BJP Govt will give Unique Identity Cards to 23 lakh families &amp; make it easy to avail benefits of Govt schemes.,Politics
193,Pakistani drugmakers threaten to stop production due to liquidity crunch. They will face shortage of basic medicines if the production stops.,Politics
194,Mumbai News - Shiv Sena corporator Madhukar Dalvi joins Shinde Sena.,Politics
195,Madhya Pradesh News - BJP candidates won Barwani Chairman &amp; Deputy Chairman Elections.,Politics
196,Asaduddin Owaisi : Will PM Modi remove green colour from tricolour??,Politics
197,Shivraj Chouhan : “I doubt Rahul’s mental age”,Politics
198,Kiren Rijiju : ‘Why can't you all unite with us when the matter is about country's welfare’.,Politics
199,100 out of 10 to Modiji’s speech.  What about you??,Politics
200,@suzannebernert Jairam Ramesh.,Politics
201,Vintage Narendra Modi.🔥🔥🔥😍,Politics
202,PM Modi : We’ve a dream of ‘developed India’ &amp; we will work to achieve it by 2047.,Politics
203,@suzannebernert You were definitely on the list but then I realised Ramesh might send a love letter so I skipped.😂😂,Politics
204,Jacket &amp; gave a perfect answer to those terrorists. 🙏🔥,Politics
205,PM Modi : The ones who went to Kashmir recently travelled with ease. I also travelled there decades back when terrorists had kept posters ‘lets see who has guts to hoist tricolour’.  I told terrorists then that I’ll hoist tricolour on 26th January at 11 AM without bulletproof,Politics
206,PM Modi : Railways was known for delays &amp; accidents but now there are Vande Bharat trains which has transformed our country.,Politics
207,"PM Modi : “Middle class was neglected till date but my Govt gave them benefit of multiple schemes. Cost of internet has gone down &amp; on an average they save ₹5,000. Jan Aushadhi Centres provide medicines at cheap rates.”",Politics
208,PM Modi : Crores of Indians for whom I worked are standing between me &amp; your abuses. I’m family member of 25 crore families.,Politics
209,PM Modi : Ones who are getting free ration won’t trust your stupid accusations.,Politics
210,PM Modi : People trust me not because of the any newspaper or media video but because they have seen my work.  ‘Modi Modi Modi Modi’ slogans in Parliament.😍😍,Politics
211,PM Modi : They say India is weak &amp; they also say we are threatening other countries to do things as per our preference.,Politics
212,Modiji : Congress condition is like their is no earth beneath them but they don’t even believe that.   Video of this scene will be amazing.,Politics
213,PM Modi :They like Harvard study so they should look at Harvard study on ‘Decline of Congress’. In future all major institutions will do study about extinction of Congress &amp; people responsible for it.😂😂😂,Politics
214,PM Modi : Opposition parties should infact thank ED for bringing them together which even voters couldn’t do.,Politics
215,PM Modi :  They abuse ECI &amp; EVMs when they lose elections.  They criticise courts if judgement is not in favour.  If there is corruption investigation they abuse agencies.  If Army shows its valour they abuse Army.  If there is economic development they abuse RBI.   🔥🔥🔥🔥🔥🔥,Politics
216,PM Modi : 2004-2014 will be known as ‘LOST DECADE’.,Politics
217,Om Birla to Congress : You people speak nonsense &amp; you lack patience when other side is speaking.,Politics
218,PM Modi : UPA Governments wasted all opportunities as they were busy in scams.,Politics
219,"PM Modi’s epic dig on Congress over unemployment. Will share video once it’s available.  Adhir Ranjan is doing ‘Nirav Modi, Nirav Modi’.😂🤣",Politics
220,Adani Stock up by 23%.,Politics
221,PM Modi : There is decisive Government in India unlike the unstable governments which we had for 2-3 decades.,Politics
222,PM Modi : Some people out of 140 crore are unhappy that India is performing better than other countries.  Congressis start shouting.😂🤣,Politics
223,PM Modi : Look at the situation in our neighbourhood. All Indians take pride that we are fifth largest economy.,Politics
224,Correction - BRS MPs walked out &amp; Congress is still there. Thank God there will be some fun atleast.,Politics
225,PM Modi : One MP even insulted President &amp; that reflects their mindset about tribals. They wrote letter &amp; apologised.,Politics
226,PM Modi : Entire ecosystem was  dancing after yesterday’s speech &amp; they might have got proper sleep due to which they are absent today.,Politics
227,Congress MPs walked out of Parliament. It seems even Adhir Ranjan is not ready bear the heat.,Politics
228,Dilip Saikia : “Rahul Gandhi’s Baap Dada left North East India on its own &amp; he is doing same.”,Politics
229,Mehbooba Mufti detained for protesting against bulldozer activities.   Photo should be used by memers.   Pic Courtesy : The Hindu.  https://t.co/xDgLT2xZqd,Politics
230,Adhir Ranjan : Writers wrote India got freedom due to Muslim blood. If we say this you will call us Chaplus.  Self goals Pe Self Goals.😂🤣,Politics
231,Adhir Ranjan 😂🤣    https://t.co/8h0bkiWZ5V,Politics
232,Amit Shah : Nehru held discussion in Parliament after he lost hectares of land to China. 🔥🔥,Politics
233,Adhir Ranjan is doing PP in Parliament.,Politics
234,Kiren Rijiju : ‘People are the head of this country and they have chosen PM Modiagain and again not you.’,Politics
235,VP Jagdeep Dhankhar’s banter with Kharge : ‘It seems you will set up a JPC on me.’,Politics
236,BJP MLAs walked out by shaming the speech.,Politics
237,UP News - OP Rajbhar requests CM Yogi to change name of Ghazipur district. He wants it to be named as ‘Vishwamitra Nagar’ after Hindu sage.  Seems Rajbhar is adopting Hindutva.,Politics
238,Pakistan informs China that it can’t pay for loans taken for Karachi railway project.😂🤣,Politics
239,Bengal News - BJP MLAs protest against Governor’s speech in House. Suvendu Adhikari raised several issues like arrest of ISF MLA.,Politics
240,Louis Vuitton Scarf.   Opposition is in news for all unnecessary things.  https://t.co/FDj8smnIS7,Politics
241,Chhattisgarh News - JP Nadda will address rally in Bastar on 11th February.,Politics
242,Upendra Kushwaha: It won’t be right to give reigns of Bihar to Tejaswi Yadav.,Politics
243,Bihar News - ₹35 crore cash recovered from JDU MLC Radhacharan Shah as per Dainik Bhaskar report.   Bihar Mai Bahar Hai.,Politics
244,Rajnath Singh will host ‘Defence Ministers' conclave with friendly countries at Aero India on 14th February.,Politics
245,Manik Sarkar : BJP is scared due to electoral understanding of INC &amp; CPM.  This statement comes from that person who ran away from electoral contest.,Politics
246,Update - PM Modi will speak in Lok Sabha at 3 PM.   Source : ANI.,Politics
247,PM Narendra Modi is wearing a jacket made from recycled plastic bottles. Amazing.  https://t.co/LWO19MUes2,Politics
248,Animal Welfare Board of India wants us to celebrate ‘Cow Hug Day’ on 14th February.,Politics
249,Stones pelted on Aditya Thackeray’s convoy by people in Sambhajinagar.,Politics
250,Mumbai News - ED attached 4 floors of building in Worli which belong to NCP MP Praful Patel.,Politics
251,ED arrests Gautam Malhotra in Delhi liquor scam case. He is close to AAP leaders.,Politics
252,Bengaluru Race Course to be renamed after late Congress leader &amp; popular actor Ambareesh. CM Bommai made this announcement.,Politics
253,*snooping scandal,Politics
254,Big News - Delhi AAP Govt involved in a huge scooping scandal as per news reports &amp; LG will seek permission from President to take action.,Politics
255,Sukhu : We got empty treasury from previous government.  People voted Congress not for hearing excuses. At this rate he will create anti-incumbency faster than any other CM.,Politics
256,Bihar News - Income tax Department finds tax evasion of crores after raiding JDU MLC Radhacharan Shah’s residence. Approx 69 lakh cash also seized.,Politics
257,Bommai : Both Congress &amp; Corruption start with ‘C’.,Politics
258,Pune Buzz - 18 corporators of opposition parties are likely to join BJP.,Politics
259,PM Narendra Modi will campaign in Tripura on 11th &amp; 13th February.,Politics
260,Goa News - 900 devotees depart for Tirupati under CM Dev Darshan Yatra scheme.,Politics
261,@kapputar 4 pm approx.,Politics
262,Will Rahul attend Parliament today to bear Modiji’s powerpack batting or as usual Adhir Ranjan will bear the brunt??,Politics
263,"Delhi News - 5,000 priests protest outside Kejriwal’s house demanding monthly salary. They say why he discriminates against us as he provides same to Maulvis.",Politics
264,"Haryana, Meghalaya , Uttarakhand, Manipur &amp; Andhra Pradesh have clean cabinet with no Ministers of criminal background.   4 out of 5 are BJP ruled states.  I guess Haryana Govt often succumbs to pressure of criminals as they lack any Dabang Minister.",Politics
265,"Big News - NDA has already won 20+ seats in Nagaland as both NPF &amp; Congress have failed to field their candidates in these seats.  Only small parties like LJP, JDU, RJD &amp; RPI are contesting here &amp; they will hardly win 1/2 seats by any miracle.   Congratulations to NDA.",Politics
266,Latest meme material.  https://t.co/4YSdqI6GRj,Politics
267,Adani’s lawyers move to SC to gag media from publishing unverified reports on company.,Politics
268,@mayursejpal @AmitShah Perfect 😂😂,Politics
269,Top States with Ministers having criminal credentials -  Tamil Nadu : 85% Himachal Pradesh : 78% Telangana : 76% Maharashtra : 75% Punjab : 73%  Source : ADR report.,Politics
270,Youngster asks a girlfriend Himanta Mama.  Mama’s response 😂🤣   https://t.co/bv9BM7VfCf,Politics
271,Akhilesh Yadav : “BJP is planning to do away with reservation.”,Politics
272,Uttarakhand News - All Ministers in Dhami cabinet have clean image as per ADR report.,Politics
273,Maharashtra News - Prakash Ambedkar’s close associate Navnath Padalkar joins BJP in Baramati.,Politics
274,Media reports saying Mahua Moitra used offensive/foul language in Lok Sabha today but no one stating that word.   What she said exactly??,Politics
275,Smriti Irani : Even bus terminal was built in Amethi after Yogi Adityanath became CM of UP.,Politics
276,Smriti Irani : People of Amethi were repeatedly promised a medical college but this family built a guest house for themselves on the land allocated for the medical college.,Politics
277,Hardeep Puri : We will buy oil from wherever we want if terms are beneficial. We don’t care about others.,Politics
278,Sohna-Dausa stretch of Mumbai-Delhi Expressway that PM Modi will inaugurate on 12th February.  https://t.co/XH61ssEUMn,Politics
279,What to say on this?  https://t.co/Y5B58wmlHk,Politics
280,ED attached ₹895 crore of illegal loan operators in India.,Politics
281,SC will hear AAP plea to hold Delhi Mayor Elections tomorrow.,Politics
282,Mehbooba Mufti’s daughter Itija denied passport by authorities.  You support this denial?,Politics
283,Breaking News - BJP candidate Tsering Lhamu wins Lumla Assembly bypoll unopposed in Arunachal Pradesh.,Politics
284,9. Narendra Modi - Pawan Kalyan.  https://t.co/6vtpYbhy4L,Politics
285,8. Chaudhary Devi Lal - Paresh Rawal.  https://t.co/WnZpwLw1hH,Politics
286,7. Arvind Kejriwal - Sacha Baron Cohen  https://t.co/BAFoSttopJ,Politics
287,6. Lalu Yadav - Vineet Kumar.  https://t.co/9AprPoUvuA,Politics
288,5. S. Jaishankar - Adil Hussain  https://t.co/N8GJECQYHi,Politics
289,4. Rana Gurmeet Sodhi - Shahrukh Khan.  https://t.co/1Ofha9fM6U,Politics
290,3. Devendra Fadnavis - Nithin Reddy.  https://t.co/X1HszEcoXl,Politics
291,2. Rahul Gandhi - Mukul Chadda  https://t.co/MJf9jkyEGq,Politics
292,If movies are made on politicians these are my picks to portray different politicians -  1. HD Kumaraswamy - Vaibhav Mathur.  https://t.co/Vh23NNW2zI,Politics
293,Gujarat Govt will announce new law in next Assembly session to stop paper leak activity. People convicted under new law will receive jail term upto 7 years.,Politics
294,Himachal News -  Congress promised to give right to apple growers to decide price if produce before poll. It was one of the ten guarantees.  Now their Minister Jagat Negi says we can’t give them this right but we will try that they get proper price for their produce. 😂🤣,Politics
295,Keypoints made by PM Modi that day.  https://t.co/Y3E2dLg59h,Politics
296,No. of medical colleges in India -  2014 : 387 2022 : 654 (+69%)  70% of what Congress did in 60 years Modi Govt achieved in 8 years.  (PS : Not accounting Atalji’s tenure as exact numbers are not available),Politics
297,TN Update - After OPS now AMMK won’t contest Erode bypoll.,Politics
298,Assam CM HBS : BJP won’t compromise on Tripura’s territorial integrity even if it fails to form Government.  That’s the BJP its voters love. No compromise on ideology even if they fail to win power.,Politics
299,PM Modi will address Parliament tomorrow.  I want to see Modiji of February 2022.,Politics
300,Adani’s stocks have gone up ever since Congress &amp; Rahul started protesting against Adani.,Politics
301,J&amp;K News - Govt informs Parliament that no. of people killed in terrorist incidents have gone down in last 4 years but no. of people injured have gone up.,Politics
302,Yogi Adityanath : Only identity of Congress is ‘CORRUPTION’.,Politics
303,Caption It.  https://t.co/b2jLlVcu4E,Politics
304,Tripura News - Clashes reported between BJP &amp; CPM workers in Teliamura.  A LEFT ruled state will have a permanent culture of political violence.,Politics
305,PM Narendra Modi will attend UP Global Investors Meet in Lucknow on 10th February.,Politics
306,"Om Birla to Rahul : If you’ll show poster of Modiji &amp; Adani, BJP will show poster of Adani &amp; Gehlot. Stop this nuisance.",Politics
307,RSS never weakened Army but that MoU signed with China was definitely a deal to sell territory.,Politics
308,Rahul Baba : RSS designed Agniveer scheme to weaken Army.,Politics
309,"UP Govt will show 4 minutes long video advertising UP Investor’s Summit at Burj Khalifa, Dubai.",Politics
310,Gujarat News - Congress MLA Vimal Chudasama convicted in old case. If Court gives him jail term of 2 years or more there will be bypoll.,Politics
311,"First find Congress in Meghalaya, Nagaland &amp; Tripura.",Politics
312,Rajasthan’s budget is more than budget of 40 countries in the world.,Politics
313,TN BJP announces support to AIADMK candidate for Erode East bypoll &amp; thanks OPS for withdrawing candidate.,Politics
314,Upendra Kushwaha : JDU isn’t Nitish’s party. He tookover it by removing Sharad Yadav.,Politics
315,Former Karnataka CM HD Kumaraswamy speaks nonsense about Brahmins.,Politics
316,Pune News - NCP fields Nana Kate for Chinchwad bypoll. He came third in 2014 Elections &amp; lost his deposit also.   Uddhav Sena’s Rahul Kalate who polled 40% votes in 2019 is likely to rebel &amp; contest as independent. A triangular contest should make it easy for BJP.,Politics
317,Big News - Congress’s Bala Thorat resigns as Legislative Party Leader of Maharashtra Assembly as he can’t work with Congress President Nana Patole.,Politics
318,Advocate Lekshmana Chandra Victoria Gowri takes oath as Madras HC Judge after SC dismissed petitions against her.,Politics
319,BJP National President JP Nadda felicitates Union Finance Minister Nirmala Sitharaman for presenting People’s Budget.,Politics
320,Bihar News - Income tax raids JDU MLC Radha Charan Shah’s residence.,Politics
321,Researchers at IIT Mandi developed new technology called ‘energy absorber’ that can make defence equipments invisible to radar.,Politics
322,Punjab News - BJP will launch Yatra against drugs menace from second week of March in all 13 constituencies.,Politics
323,India ranks third after US &amp; Russia in terms of visits to piracy sites in 2022.   Which website you use??,Politics
324,People greet Nitish Kumar who was on his Yatra with ‘Modi Zindabad’ slogans in Katihar.     https://t.co/qVQm4E5Zq7,Politics
325,Anil Vij to SP : I give you full authority. Clear out mining mafia from Haryana.,Politics
326,Nirmala Sitharaman : The fellow who opened ‘Love Shop’ is busy spewing venom.,Politics
327,Karnataka CM Bommai will inaugurate 108 Namma clinics in Bengaluru today.,Politics
328,Karnataka News - BJP wins Belgavi Mayor &amp; Deputy Mayor posts.   Mayor : Shobha Somanache. Deputy Mayor : Roopa Patil.,Politics
329,Tripura Candidates with criminal credentials -  INC : 54% CPM : 30% TMC : 18% BJP : 16% TIPRA : 10% IND : 5%  Finally Congress is No.1 somewhere.,Politics
330,TN Update - AIADMK (EPS) candidate will contest bypoll on two leaves symbol only as ECI officials approve it.,Politics
331,Hardeep Puri : Delhi AAP Govt refused to fund rapid rail corridor.,Politics
332,KP Maurya : We don’t care about protests from Muslim Board regarding Uniform Civil Code &amp; we will bring it when need arises for it.,Politics
333,.@mlkhattar @Dchautala kindly solve this mess.  https://t.co/FnQceYoFfk,Politics
334,Jharkhand Update - BJP’s Dhananjay Putus will contest Ramgarh bypoll as rebel. This fight is close &amp; even 2-3% dent might prove costly.,Politics
335,"Delhi Court asks Centre &amp; ECI to look into possibility of ‘One Nation, One Election’.",Politics
336,BRS will contest all Lok Sabha seats in Odisha.  Meanwhile ECI -  https://t.co/FC63kfWEYG,Politics
337,Bengal News - TMC says 6 BJP MPs &amp; 13 BJP MLAs are ready to join TMC but we have kept them as moles in BJP.,Politics
338,"If Yogi Adityanath was called ‘Bulldozer Baba’ by his fans in first term, then in second term he should be called ‘Investment Baba’.",Politics
339,India and European Union (EU) form Trade and Technology Council and three working groups.,Politics
340,PM Modi inaugurates HAL helicopter manufacturing facility.  https://t.co/t1FceTpuXF,Politics
341,Haryana News - BJP &amp; JJP will contest Gurugram Municipal Corporation Elections in alliance.,Politics
342,Election season in Rajasthan.  https://t.co/EfGVL9OgXn,Politics
343,Heart to Heart connect between voters &amp; Dhanpur BJP candidate Pratima Bhowmik.  https://t.co/JYgHJBmhbj,Politics
344,Mehbooba Mufti : Kashmir looks like Afghanistan &amp; you can see bulldozers everywhere.,Politics
345,Amazon bans ‘Modi &amp; Me: A Political Reawakening’ book because they don’t wish to have Hindutva literature on their platform.,Politics
346,Which freebies are justified &amp; which freebies should be avoided by all Govts??,Politics
347,Former CM behaving like a Twitter troll.    https://t.co/RCCeQf1Vz7,Politics
348,"Haryana Update - INLD plans 4,200 km long Padyatra in state to reclaim its lost ground.",Politics
349,Indian aircraft Tejas lands on India’s indigenous aircraft carrier Vikrant.  https://t.co/JKCQJwW0Ud,Politics
350,Himachal News - Former CM Jai Ram Thakur said BJP will launch signature campaign against Congress’s Tughlaqi decrees.,Politics
351,"As per Lowy Institute’s Asia Power Index, India ranks fourth in terms of influence in Asia after US, China &amp; Japan. 🔥🔥",Politics
352,TN News - OPS withdraws his candidate from Erode East bypoll after BJP urged him to do so.,Politics
353,Siddaramaiah : I respect BSY.  Day isn’t far when he’ll same for Modiji.,Politics
354,Madhya Pradesh News - BJP MLAs are reaching out to voters through Vikas Yatra &amp; presenting report cards of work done by them in last 3 years &amp; providing list of Government schemes that they can avail.,Politics
355,Calcutta HC quashed FIR against Paresh Rawal for his alleged defamatory comments on Bengalis.,Politics
356,Congress MLA allegedly skips Sukhu’s programme as he was not made Minister.  Source : ABP.  https://t.co/YsBIFfRoEs,Politics
357,NCP MP Supriya Sule’s net worth increased by 173% in 10 years.,Politics
358,SP Maurya will be next Irfan Solanki.,Politics
359,Majority of Bengali Hindus voted BJP in Bengal &amp; Uttarakhand.  In Tripura also large chunk of Bengali Hindus will vote BJP.,Politics
360,Breaking News - Delhi Mayor Elections postponed again after hooliganism by AAP councillors.,Politics
361,PM Narendra Modi will launch garments made of recycled polyester which will be used by IOC retail &amp; delivery personnel.,Politics
362,Modiji reaches Karnataka for India Energy Week &amp; for inauguration of various projects.  https://t.co/CjRJtOBTsy,Politics
363,Big Breaking News - All 10 nominated councillors will vote in Delhi Mayor Elections.  Khela Hoga??,Politics
364,Swedish carmaker Volvo plans to setup a manufacturing facility in India.,Politics
365,Turkey Earthquake Update - So far 195 people dead.,Politics
366,Chaudhary Birender Singh : ‘BJP has done a lot for farmers but they failed to gain electorally from it &amp; Haryana Congress lacks proper leadership’.,Politics
367,Adani plans to prepay ₹8000 crore loans against shares by next month.,Politics
368,They simply want ‘CHAOS’ in country.  https://t.co/ZGeG7T0nmf,Politics
369,Pune News - Late MLA Mukta Tilak’s family are unhappy with ticket denial but they will work for official BJP candidate in Kasbapeth bypoll.,Politics
370,Yogi Adityanath : Govt schemes are not for votebank politics but it is a medium to achieve self reliance.,Politics
371,UP Govt invokes NSA against two SP workers Salim and Satyendra who burnt copies of Ramcharitramanas in Lucknow.,Politics
372,Karnataka News - Revenue Minister R Ashoka confirms that several heavyweights from Congress &amp; JDS will join BJP in Old Mysuru region.  In 2018 polls BJP candidates failed to secure even 5% votes in many seats &amp; BJP is trying to improve its condition.,Politics
373,Pushkar Singh Dhami : 70% work regarding rehabilitation of Joshimath victims completed.,Politics
374,Tripura News - 13 CPM workers injured after clash with BJP workers in Khowai.,Politics
375,Remembering Lata Mangeshkar ji on her first death anniversary. She was not only best singer but a brave Indian.  During her last days when she asked foreigners to mind their own business MVA Govt ordered investigation about her tweets. NEVER FORGET NEVER FORGIVE.,Politics
376,BRS promises next Govt will be ‘Farmers Govt’.  https://t.co/YTNW5LJ6xc,Politics
377,Prakash Javadekar : BJP aims to win 5 LS seats in Kerala.,Politics
378,Madhya Pradesh News - BJP Govt will send senior citizens on pilgrimage through flights from March under Mukhya Mantri Tirth Darshan Yojana.,Politics
379,Ravishankar Prasad : Pushkar Singh Dhami has handled Joshimath situation very well &amp; no one was hurt.,Politics
380,UP police will seize illegal assets worth ₹200 crore of SP MLA Irfan Solanki. 🔥🔥,Politics
381,Main Conditions of IMF to give loans to Pakistan -  1. Remove gas &amp; electricity subsidies.  2. Raising GST rates.  Many Indian states who are giving free electricity should look at this scenario carefully.,Politics
382,Madhya Pradesh CM Shivraj Singh Chouhan starts Vikas Yatra from Bhind. He inaugurated / laid foundation stone of 121 projects worth ₹397 crore.,Politics
383,UP CM Yogi Adityanath aims to bring in more investments than state’s current GDP.,Politics
384,KCR prays at Nanded Gurudwara.  https://t.co/XtMDXnJoir,Politics
385,Shashi Tharoor : Musharraf was real force of peace.  He should visit families of Kargil martyrs &amp; tell them same.,Politics
386,Amit Shah will be in Haryana’s Madhuban on 14th February to take stock of poll preparations.,Politics
387,American Airlines offloaded a cancer patient Meenakshi Sengupta who asked for help from cabin crew to keep her handbag in overhead cabin.   Incident took place at Delhi airport.,Politics
388,Karnataka News - BJP will launch conventions in all Assembly segments which will be themed after major schemes of State &amp; Central Govts.,Politics
389,Kanpur News - BJP functionary Sophia’s husband gave her triple talaq as she refused to leave BJP.,Politics
390,Congress to hold nationwide protests against Adani tomorrow.,Politics
391,Akhilesh Yadav : BJP rigged MLC polls.  He is unaware that out of 4 seats BJP has been winning 2 seats since decades even when there was non-BJP Govt in state.   Stop behaving like Dasvi Fail.,Politics
392,"During BJP Govt -   Uttar Pradesh signs investment pacts worth ₹22 lakh crore ahead of Global Investors Summit.   During SP Govt -  Headlines made by UP in newspapers for rapes, murders &amp; riots.  Farak Saaf Hai.",Politics
393,UP News - 40 illegal Bangladeshis arrested from Agra. 🔥🔥,Politics
394,Get ready for final showdown between Gehlot &amp; Pilot.,Politics
395,Who is the best ‘Lal’ of Haryana till date?,Politics
396,Bihar News - Upendra Kushwaha calls meeting of JDU functionaries.  He will be sacked before he can chair any such meeting.,Politics
397,Iran suspends 80% electricity supply to Pakistan without notice.😂🤣,Politics
398,Siddaramaiah : This is my last election.  Siddu plays emotional card as he is scared of close &amp; polarised contest in Kolar.,Politics
399,"Indians buy properties worth ₹35,500 crore in Dubai in 2022.",Politics
400,Nepal News - Ruling coalition partner RSP quits Govt.  Will this Govt complete its tenure??,Politics
401,Bengal News - BJP MLA Suman Kanjilal joins TMC.,Politics
402,Pakistani Traders Association will launch nationwide protests if Pakistani Govt imposed new taxes to fulfil IMF’s conditions. 😂🤣,Politics
403,Karnataka BJP leaders shaking legs on a popular local song.  https://t.co/5sXhwxYyi6,Politics
404,Bihar News - NIA raids at 8 locations in state.,Politics
405,Assam News - Restaurant in Guwahati declares it won’t serve to people of doubtful nationality &amp; illegal immigrants.,Politics
406,India Media - ‘Pervez Musharraf spent his childhood in Delhi’.  They are remembering him like their son-in-law.,Politics
407,Haryana CM ML Khattar announces additional funds for 638 gaushalas.,Politics
408,BJP will hold protests in all 68 Assembly segments in Himachal Pradesh to protest against Sukhu’s decision of closing down 600 public institutions.,Politics
409,Pushkar Singh Dhami wins in a thriller contest.  https://t.co/sR4JG5qpak,Politics
410,Punjab News - Taksali Congress leader Harish Dua joins BJP in presence of Sirsa BJP MP Sunita Duggal.,Politics
411,Karnataka News - Congress is distributing pressure cookers in order to win Assembly polls.  Will ECI take any action??,Politics
412,Central Govt is likely to hike DA by 4% for employees.,Politics
413,@vimdhayak_p Thanks,Politics
414,Pakistan threatens to skip ODI World Cup if Asia Cup is moved out of Pakistan. 😂🤣,Politics
415,"Afternoon Updates -  1. Pervez Musharraf is dead.  2. Maharashtra CM Eknath Shinde calls up Raj Thackeray &amp; Sharad Pawar in order to have uncontested bypoll as per state’s culture.  3. ED says Videocon laundered ₹60,000 crore in the name of developing overseas assets.",Politics
416,Indian Govt bans 138 Chinese betting apps along with 94 Chinese loan apps.,Politics
417,Tripura News - TIPRA promises to bring anti CAA resolution in Assembly if it forms Govt.  Thank you for further polarising Bengali voters in BJP’s favour.,Politics
418,Reference -   https://t.co/IECZu0A9UB,Politics
419,Himachal Pradesh Congress Govt might end lease of Adani cement plants in state amidst tussle between company &amp; truckers.,Politics
420,Nagaland Election Updates -   LJP (Ram Vilas) has so far announced 19 candidates.  RPI(A) has fielded 5 candidates.  RJD &amp; JDU has fielded nearly 30 candidates by now.   Congress has announced only 21 candidates.,Politics
421,"RPSG Group Chairman Sanjiv Goenka meets UP CM Yogi Adityanath &amp; announced investment of ₹10,000 crore in state.  https://t.co/kTv8bN3owk",Politics
422,Nagaland News - After Amit Shah’s intervention Eastern Nagaland People’s Organisation (ENPO) decided to call off their election boycott plan.,Politics
423,Rishi Sunak : For me its ‘dharma’ to work as Prime Minister of UK.,Politics
424,Haryana NDA Govt will include Ayurveda in MBBS course.,Politics
425,Kejriwal’s lookalike selling chat in Gwalior.😂🤣  https://t.co/cqn4yTTGTM,Politics
426,Mansukh Mandaviya also appointed as co-incharge.  Perfect team of in-charges for Karnataka Election.,Politics
427,Ashish Shelar : 2023 BMC Budget is for Mumbaikars &amp; not for contractors.,Politics
428,"India, France &amp; UAE form trilateral cooperative initiative to focus on multiple sectors like defence &amp; energy.",Politics
429,Mithun Chakraborty’s roadshow in Tripura.  https://t.co/xxpFfa9Vub,Politics
430,Madhya Pradesh News - Pritam Lodhi will meet Congress leaders tomorrow. He was suspended by BJP for nasty comments on Brahmins.,Politics
